,id,release_date,revenue,genres,vote_count,runtime,budget,vote_average,release_month,release_year
586,274,1991-02-01,272742922.0,Crime Drama Thriller,4549.0,119.0,19000000,8.1,2,1991
587,408,1937-12-20,184925486.0,Fantasy Animation Family,1973.0,83.0,1488423,6.9,12,1937
588,10020,1991-11-13,377350553.0,Romance Family Animation Fantasy Music,3029.0,84.0,25000000,7.5,11,1991
589,10895,1940-02-23,84300000.0,Animation Family,1412.0,88.0,2600000,6.9,2,1940
590,114,1990-03-23,463000000.0,Romance Comedy,1807.0,119.0,14000000,7.0,3,1990
592,576,1969-06-17,638641.0,Adventure Western,266.0,145.0,6244087,7.7,6,1969
597,7300,1996-12-20,97529550.0,Comedy Romance,160.0,108.0,0,6.1,12,1996
598,10824,1995-03-17,13940383.0,Horror,64.0,93.0,0,5.0,3,1995
600,275,1996-04-05,60611975.0,Crime Drama Thriller,2080.0,98.0,7000000,7.7,4,1996
601,25059,1996-03-08,32709423.0,Adventure Comedy Drama Family,105.0,89.0,0,6.0,3,1996
603,8766,1996-03-08,16675000.0,Horror Thriller Science Fiction,111.0,86.0,4000000,4.9,3,1996
608,10112,1970-12-23,55675257.0,Animation Comedy Family Adventure,1287.0,78.0,4000000,7.1,12,1970
618,12520,1995-09-08,442965.0,Comedy Thriller Crime Drama,82.0,92.0,0,6.5,9,1995
619,1592,1996-04-03,102616183.0,Crime Drama Mystery Thriller,644.0,129.0,30000000,7.4,4,1996
622,19042,1996-03-29,8620678.0,Romance Animation Family Adventure Fantasy,50.0,82.0,0,5.0,3,1996
629,2021,1995-06-02,218626.0,Comedy Drama Romance,10.0,110.0,0,5.1,6,1995
630,61752,1996-03-22,4939939.0,Comedy,17.0,108.0,12000000,5.7,3,1996
635,339428,1996-03-14,65335.0,Comedy,0.0,104.0,0,0.0,3,1996
637,10684,1996-07-04,100860818.0,Drama Thriller Mystery War,240.0,117.0,46000000,6.2,7,1996
638,954,1996-05-22,457696359.0,Adventure Action Thriller,2677.0,110.0,80000000,6.7,5,1996
643,8840,1996-05-31,115267375.0,Fantasy,553.0,103.0,57000000,6.4,5,1996
651,10539,1996-04-12,28921264.0,Adventure Animation Family,375.0,79.0,38000000,6.2,4,1996
654,47502,1996-04-03,9789900.0,Comedy Crime Drama,4.0,91.0,13000000,4.8,4,1996
657,25087,1996-03-01,684351.0,Action Thriller,23.0,90.0,0,5.2,3,1996
658,5801,1955-08-26,536364.0,Drama,63.0,125.0,0,7.9,8,1955
659,896,1959-05-01,16000.0,Drama,40.0,117.0,0,8.2,5,1959
662,2300,1996-11-15,250200000.0,Animation Comedy Drama Family Fantasy,1335.0,88.0,80000000,6.5,11,1996
663,8069,1968-10-10,2500000.0,Science Fiction,149.0,98.0,9000000,5.7,10,1968
677,40001,1996-04-19,10070000.0,Comedy Romance Drama,26.0,105.0,25000000,5.5,4,1996
684,38867,1995-06-09,62949.0,Drama Romance,5.0,99.0,0,3.3,6,1995
690,9103,1996-04-19,57400547.0,Action Adventure,126.0,95.0,30000000,5.3,4,1996
695,12233,1988-11-18,74151346.0,Animation Comedy Family,372.0,74.0,31000000,6.5,11,1988
697,36355,1996-05-17,20080020.0,Adventure Family,85.0,95.0,25530000,5.3,5,1996
701,11876,1995-09-20,15000000.0,War Adventure Drama Romance,25.0,135.0,35000000,6.7,9,1995
708,9100,1996-05-03,24769466.0,Drama Fantasy Horror Thriller,388.0,101.0,15000000,6.3,5,1996
710,46063,1996-05-02,5.0,Drama Thriller,9.0,103.0,0,5.6,5,1996
715,40507,1996-05-10,3014000.0,Action Drama Crime Thriller,5.0,99.0,4800000,5.5,5,1996
716,9802,1996-06-06,335062621.0,Action Adventure Thriller,1474.0,136.0,75000000,6.9,6,1996
719,664,1996-05-10,494471524.0,Action Adventure Drama,966.0,113.0,92000000,6.1,5,1996
720,11867,1996-05-02,3793614.0,Action Science Fiction,117.0,98.0,0,3.9,5,1996
723,9323,1995-11-18,2287714.0,Action Animation Science Fiction,854.0,83.0,0,7.8,11,1995
730,10547,1996-05-31,14048372.0,Action Mystery Science Fiction Thriller,200.0,115.0,25000000,6.1,5,1996
732,935,1964-01-29,9440272.0,Drama Comedy War,1472.0,95.0,1800000,8.0,1,1964
743,9826,1996-06-06,17300889.0,Adventure Action,138.0,100.0,45000000,4.7,6,1996
744,9879,1996-06-28,113309743.0,Drama Thriller Crime,210.0,115.0,50000000,4.4,6,1996
747,7095,1996-08-09,58620973.0,Comedy Drama Science Fiction,340.0,113.0,45000000,5.9,8,1996
748,26890,1996-05-01,1814290.0,Drama,32.0,103.0,0,6.1,5,1996
758,627,1996-02-23,16491080.0,Drama Crime,2737.0,93.0,4000000,7.8,2,1996
760,602,1996-06-25,816969268.0,Action Adventure Science Fiction,3334.0,145.0,75000000,6.7,6,1996
762,9566,1996-08-15,18626419.0,Drama Mystery Thriller,202.0,116.0,55000000,5.7,8,1996
763,10545,1996-06-21,100138851.0,Drama Animation Family,1182.0,91.0,100000000,6.8,6,1996
764,9894,1996-06-10,102825796.0,Comedy Drama Thriller,603.0,96.0,47000000,5.7,6,1996
765,11543,1996-07-04,25023434.0,Comedy,248.0,113.0,27000000,6.7,7,1996
766,9268,1996-06-21,242295562.0,Action Drama Mystery Thriller,553.0,115.0,100000000,5.6,6,1996
768,9327,1996-06-26,128769345.0,Fantasy Comedy Romance Science Fiction,717.0,95.0,54000000,5.4,6,1996
770,81949,1994-05-15,65352.0,Drama Romance War,6.0,82.0,0,7.2,5,1994
777,11228,1996-12-06,159212469.0,Action Adventure Thriller,385.0,115.0,80000000,5.8,12,1996
778,10779,1996-07-18,29359216.0,Horror Comedy,413.0,110.0,30000000,6.7,7,1996
779,26748,1996-06-21,13269963.0,Drama Mystery Romance,79.0,135.0,5000000,6.9,6,1996
781,9294,1996-07-05,152036382.0,Drama Fantasy Romance Science Fiction,328.0,123.0,32000000,6.2,7,1996
783,11363,1996-08-26,9482579.0,Comedy Romance,71.0,96.0,3500000,5.7,8,1996
784,1645,1996-07-24,152266007.0,Crime Drama Thriller,522.0,149.0,40000000,7.0,7,1996
785,31546,1996-09-13,665450.0,Drama,9.0,88.0,0,6.2,9,1996
788,18550,1996-07-19,17193231.0,Action Comedy Thriller,49.0,98.0,25000000,5.2,7,1996
805,11962,1996-07-26,4619014.0,Fantasy Comedy Music,87.0,78.0,13000000,5.0,7,1996
806,2925,1996-09-20,116400000.0,Comedy,172.0,102.0,26000000,6.5,9,1996
808,3595,1996-11-08,309492681.0,Action Thriller,482.0,117.0,80000000,6.4,11,1996
809,9308,1996-10-25,21302121.0,Comedy,51.0,86.0,0,5.4,10,1996
811,18555,1996-08-23,258263.0,Action Drama Thriller,30.0,102.0,0,6.3,8,1996
812,12123,1996-08-02,60209334.0,Action Drama Science Fiction Thriller,291.0,107.0,50000000,5.3,8,1996
813,10830,1996-08-02,33459416.0,Comedy Family Fantasy,892.0,98.0,36000000,6.9,8,1996
814,3573,1996-08-02,22231658.0,Drama Comedy Romance,152.0,121.0,6000000,6.7,8,1996
815,10546,1996-08-29,17917287.0,Action Fantasy Thriller,119.0,84.0,13000000,5.2,8,1996
818,9431,1996-08-16,5600000.0,Horror Comedy,63.0,87.0,15000000,5.0,8,1996
824,47907,1996-08-23,12643776.0,Comedy Drama,17.0,117.0,6000000,6.8,8,1996
825,10061,1996-08-09,42277365.0,Action Adventure Science Fiction Thriller,381.0,97.0,50000000,5.6,8,1996
827,549,1996-08-09,3011195.0,Drama History,97.0,108.0,2962051,6.6,8,1996
828,10478,1996-08-16,53854588.0,Comedy Drama Romance,152.0,135.0,45000000,5.9,8,1996
829,66634,1991-06-02,300000.0,Drama Music,1.0,109.0,200000,6.0,6,1991
834,238,1972-03-14,245066411.0,Drama Crime,6024.0,175.0,6000000,8.5,3,1972
836,11134,1992-07-04,20483423.0,Action Crime Thriller,109.0,95.0,900000,6.7,7,1992
837,88224,1996-01-22,431326.0,Drama Comedy,9.0,88.0,500000,6.3,1,1996
840,9303,1996-09-13,7011317.0,Crime Drama Romance Thriller,203.0,108.0,4500000,6.9,9,1996
853,11015,1997-01-10,33956608.0,Horror Mystery Thriller,130.0,110.0,60000000,5.8,1,1997
854,9306,1996-08-23,49627779.0,Fantasy Horror Science Fiction,148.0,96.0,40000000,4.6,8,1996
859,10723,1996-09-06,22611954.0,Action Adventure Comedy Thriller,164.0,84.0,25000000,5.4,9,1996
864,10987,1995-09-29,15116634.0,Horror Thriller,173.0,88.0,5000000,5.0,9,1995
872,872,1952-04-10,7200000.0,Comedy Music Romance,747.0,103.0,2540800,7.9,4,1952
873,2769,1951-08-08,4500000.0,Drama Comedy Music Romance,133.0,113.0,2723903,6.9,8,1951
875,164,1961-10-05,9500000.0,Comedy Drama Romance,1082.0,110.0,2500000,7.6,10,1961
876,426,1958-05-09,28000000.0,Mystery Romance Thriller,1162.0,128.0,2479000,8.0,5,1958
877,567,1954-08-01,36764313.0,Drama Mystery Thriller,1531.0,112.0,1000000,8.2,8,1954
878,3078,1934-02-22,4500000.0,Comedy Romance,283.0,105.0,325000,7.7,2,1934
881,213,1959-07-07,13275000.0,Mystery Thriller,1062.0,136.0,4000000,7.8,7,1959
882,284,1960-06-15,25000000.0,Comedy Drama Romance,498.0,125.0,3000000,8.1,6,1960
883,239,1959-03-18,25000000.0,Comedy Romance,835.0,122.0,2883848,8.0,3,1959
884,4808,1963-12-05,13474588.0,Comedy Mystery Romance Thriller,351.0,113.0,4000000,7.7,12,1963
885,289,1942-11-26,10462500.0,Drama Romance,1462.0,102.0,878000,7.9,11,1942
886,963,1941-11-18,1000000.0,Mystery Crime Thriller,435.0,100.0,375000,7.8,11,1941
887,11113,1964-10-21,72070731.0,Drama Family Music Romance,361.0,170.0,17000000,7.4,10,1964
888,6620,1954-09-28,10000000.0,Comedy Drama Romance,284.0,113.0,2238813,7.4,9,1954
889,804,1953-09-02,12000000.0,Comedy Romance,502.0,119.0,1500000,7.8,9,1953
892,630,1939-08-15,33754967.0,Adventure Family Fantasy,1689.0,102.0,2777000,7.4,8,1939
893,770,1939-12-15,400176459.0,Drama Romance War,995.0,238.0,4000000,7.7,12,1939
895,599,1950-08-10,5000000.0,Drama,533.0,110.0,1752000,8.2,8,1950
896,15,1941-04-30,23217674.0,Mystery Drama,1244.0,119.0,839727,8.0,4,1941
897,62,1968-04-10,68700000.0,Science Fiction Mystery Adventure,3075.0,149.0,10500000,7.9,4,1968
899,705,1950-11-09,63463.0,Drama,367.0,138.0,1400000,8.0,11,1950
900,22490,1939-01-01,2270000.0,Comedy Drama,26.0,133.0,1688000,6.4,1,1939
901,223,1940-04-12,6000000.0,Drama Mystery,346.0,130.0,1288000,7.7,4,1940
903,303,1946-08-15,24464742.0,Thriller Drama Romance,345.0,102.0,2000000,7.8,8,1946
904,4174,1945-12-28,7000000.0,Drama Mystery Thriller,166.0,111.0,1500000,7.3,12,1945
906,381,1955-08-03,8750000.0,Crime Drama Mystery Romance Thriller,299.0,106.0,2500000,7.1,8,1955
909,1859,1939-10-06,2279000.0,Comedy Romance,77.0,110.0,1365000,7.3,10,1939
913,10907,1938-05-13,3981000.0,Action Adventure Romance,170.0,102.0,2033000,7.6,5,1938
915,1939,1944-10-11,2000000.0,Drama Mystery,173.0,88.0,1020000,7.6,10,1944
918,3080,1935-09-06,3202000.0,Comedy Music Romance,62.0,101.0,609000,7.4,9,1935
921,1712,1956-10-10,35000000.0,Action Drama Western,169.0,201.0,5400000,7.5,10,1956
922,220,1955-03-09,5.0,Drama,163.0,115.0,1,7.5,3,1955
923,3529,1934-05-25,1423000.0,Comedy Crime Mystery,97.0,93.0,226408,7.4,5,1934
925,2897,1956-10-17,42000000.0,Adventure Comedy Family Fantasy Romance,85.0,167.0,6000000,6.5,10,1956
926,1585,1946-12-20,9644124.0,Drama Family Fantasy,1103.0,130.0,3180000,8.0,12,1946
927,3083,1939-10-19,9600000.0,Comedy Drama,245.0,129.0,1500000,7.9,10,1939
941,10331,1968-10-01,30000000.0,Horror,591.0,96.0,114000,7.5,10,1968
942,488,1951-12-03,10750000.0,Adventure War Romance,232.0,105.0,1300000,7.4,12,1951
944,261,1958-02-17,17570324.0,Drama Romance,168.0,108.0,3000000,7.6,2,1958
945,57575,1954-01-01,105.0,Romance Drama,9.0,116.0,0,5.1,1,1954
949,22649,1932-12-08,25.0,Drama Romance War,29.0,89.0,4,6.2,12,1932
953,52855,1997-02-12,3028094.0,Drama,8.0,95.0,0,5.0,2,1997
959,63945,1997-04-14,294064.0,Drama Romance,6.0,103.0,0,4.8,4,1997
962,10861,1996-09-13,51702483.0,Action Adventure Thriller,104.0,100.0,25000000,5.3,9,1996
963,1770,1996-10-25,16900000.0,Drama Thriller,98.0,132.0,28000000,6.8,10,1996
964,44465,1996-09-13,8538318.0,Drama Thriller,11.0,94.0,0,4.9,9,1996
967,9333,1996-09-20,47267001.0,Action Crime Drama Thriller,263.0,101.0,67000000,6.2,9,1996
969,9400,1996-11-06,41590886.0,Drama Action Crime,66.0,118.0,9000000,6.9,11,1996
971,12241,1996-09-06,49620.0,Comedy Crime Thriller,29.0,88.0,2300000,6.2,9,1996
974,11306,1996-09-27,17380126.0,Drama Thriller,80.0,118.0,38000000,5.7,9,1996
976,10680,1996-10-04,22955097.0,Action Comedy Drama Family,99.0,104.0,0,5.3,10,1996
977,6346,1996-10-11,22540359.0,Crime Drama,62.0,113.0,50000000,5.9,10,1996
980,14821,1975-03-21,20000000.0,Adventure Fantasy Science Fiction Family,60.0,97.0,0,6.5,3,1975
990,173,1954-12-23,28200000.0,Adventure Drama Science Fiction,160.0,127.0,5000000,6.9,12,1954
991,864,1993-09-30,154864401.0,Comedy,510.0,98.0,14000000,6.8,9,1993
992,24795,1994-07-15,50236831.0,Fantasy Drama Comedy Family,124.0,102.0,0,5.7,7,1994
993,11224,1950-03-04,263591415.0,Family Fantasy Animation Romance,1760.0,74.0,2900000,6.8,3,1950
996,9078,1963-12-25,22182353.0,Animation Family,935.0,79.0,3000000,6.9,12,1963
998,8367,1991-06-14,390493908.0,Adventure,937.0,143.0,48000000,6.6,6,1991
999,433,1964-08-27,102272727.0,Comedy Family Fantasy,1217.0,139.0,6000000,7.4,8,1964
1000,11360,1941-10-22,1600000.0,Animation Family,1206.0,64.0,812000,6.8,10,1941
1002,12335,1971-10-07,17900000.0,Adventure Fantasy Animation Comedy Family Music,260.0,117.0,20000000,6.8,10,1971
1003,12092,1951-07-03,572000000.0,Animation Adventure Family Fantasy,1557.0,75.0,3000000,7.0,7,1951
1004,10948,1981-07-10,29800000.0,Adventure Animation Drama Family,884.0,82.0,12000000,7.0,7,1981
1006,15121,1965-03-02,286214286.0,Drama Family Music Romance,966.0,174.0,8200000,7.4,3,1965
1007,562,1988-07-15,140767956.0,Action Thriller,4005.0,131.0,28000000,7.5,7,1988
1008,10163,1992-03-05,32101000.0,Horror Thriller Science Fiction,198.0,108.0,10000000,5.4,3,1992
1012,11159,1996-05-24,13417292.0,Drama,127.0,142.0,4500000,7.1,5,1996
1013,9591,1996-10-04,34585416.0,Comedy Drama,230.0,108.0,0,6.8,10,1996
1014,30500,1996-10-18,4137645.0,Drama Romance,13.0,93.0,0,5.1,10,1996
1015,41843,1996-09-04,1985001.0,Drama Romance,21.0,125.0,16000000,5.3,9,1996
1017,10938,1996-06-21,1500000.0,Comedy Drama Romance,76.0,90.0,0,7.3,6,1996
1018,11412,1996-10-11,89456761.0,Crime Action Mystery Thriller,323.0,120.0,65000000,6.4,10,1996
1019,10586,1996-10-11,75000000.0,Adventure,238.0,109.0,50000000,6.4,10,1996
1024,49471,1996-10-16,5731103.0,Drama,11.0,120.0,2400000,7.0,10,1996
1025,38153,1997-01-31,2154540.0,Action Thriller,12.0,103.0,45000000,4.0,1,1997
1026,25147,1996-02-06,405000.0,Drama Romance,38.0,123.0,7000000,6.6,2,1996
1029,454,1996-10-31,147298761.0,Drama Romance,1406.0,120.0,14500000,6.7,10,1996
1030,10218,1996-10-18,4505922.0,Comedy Romance,255.0,94.0,200000,6.8,10,1996
1031,819,1996-10-18,165615285.0,Crime Drama Thriller,729.0,147.0,44000000,7.3,10,1996
1042,252,1971-06-29,4000000.0,Family Fantasy,826.0,100.0,3000000,7.4,6,1971
1045,11561,1973-12-17,18344729.0,Comedy Romance Science Fiction,206.0,89.0,2000000,7.0,12,1973
1046,11302,1971-04-28,11833696.0,Comedy,167.0,82.0,2000000,6.7,4,1971
1047,623,1988-07-15,62493712.0,Comedy Crime,576.0,108.0,7500000,7.1,7,1988
1048,583,1979-08-17,20045115.0,Comedy,1230.0,94.0,4000000,7.7,8,1979
1049,12614,1982-04-25,28215453.0,Comedy Music Romance,89.0,132.0,0,6.9,4,1982
1051,11575,1965-07-01,25333333.0,Adventure Comedy,64.0,160.0,12000000,7.2,7,1965
1052,475,1967-07-18,50700000.0,Crime Drama,384.0,111.0,2500000,7.6,7,1967
1054,521,1954-05-29,3000000.0,Crime Mystery Thriller,539.0,104.0,1400000,7.9,5,1954
1056,88,1987-08-21,213954274.0,Drama Music Romance,1371.0,100.0,6000000,7.1,8,1987
1057,500,1992-09-02,14661007.0,Crime Thriller,3821.0,99.0,1200000,8.1,9,1992
1058,792,1986-12-18,138530565.0,Drama War Action,1236.0,120.0,6000000,7.5,12,1986
1059,8491,1989-07-05,30218387.0,Comedy,255.0,97.0,6500000,6.4,7,1989
1060,402,1992-03-20,352927224.0,Thriller Mystery,869.0,127.0,49000000,6.5,3,1992
1061,10537,1991-03-01,34416893.0,Drama Music,285.0,140.0,38000000,6.7,3,1991
1062,11386,1992-09-02,62548947.0,Romance Crime Drama Thriller,180.0,112.0,3705538,6.9,9,1992
1063,9504,1992-09-15,10725228.0,Crime Drama Mystery,330.0,100.0,12500000,7.5,9,1992
1064,15764,1982-12-08,30036000.0,Drama Romance,149.0,151.0,12000000,7.4,12,1982
1065,601,1982-04-03,792965326.0,Science Fiction Adventure Family Fantasy,3359.0,115.0,10500000,7.3,4,1982
1068,2119,1990-06-27,157920733.0,Adventure,359.0,107.0,60000000,5.9,6,1990
1069,744,1986-05-16,356830601.0,Action Romance War,1736.0,110.0,15000000,6.7,5,1986
1070,136311,1996-09-12,1910.0,Action Comedy,5.0,97.0,0,6.8,9,1996
1072,702,1951-09-18,8000000.0,Drama,291.0,125.0,1800000,7.6,9,1951
1080,21612,1996-01-26,1227324.0,Crime Drama,31.0,99.0,12500000,7.3,1,1996
1086,1630,1996-10-12,20300385.0,Drama,257.0,129.0,36000000,6.8,10,1996
1089,11816,1981-12-04,19255967.0,Drama,101.0,109.0,0,7.3,12,1981
1090,11843,1975-05-21,41833347.0,Mystery Comedy Crime,138.0,113.0,5000000,6.7,5,1975
1091,10379,1991-04-19,13878334.0,Comedy Fantasy Family,107.0,103.0,6788000,5.9,4,1991
1092,2756,1989-08-09,90000098.0,Adventure Action Thriller Science Fiction,822.0,139.0,70000000,7.1,8,1989
1093,790,1980-02-08,21378361.0,Horror,318.0,89.0,1000000,6.4,2,1980
1094,1103,1981-05-22,50244700.0,Science Fiction Action,720.0,99.0,6000000,6.9,5,1981
1095,11298,1981-04-03,17985893.0,Drama Horror,165.0,91.0,1000000,6.4,4,1981
1100,762,1975-03-13,5028948.0,Adventure Comedy Fantasy,1742.0,91.0,400000,7.8,3,1975
1101,44497,1996-07-19,127251.0,Romance Drama,12.0,79.0,0,6.8,7,1996
1107,79306,1996-10-17,2035470.0,Documentary,0.0,96.0,0,0.0,10,1996
1109,10548,1996-10-25,2666118.0,Documentary,54.0,89.0,0,7.3,10,1996
1128,49763,1996-11-01,1100000.0,Horror,33.0,80.0,7000000,5.7,11,1996
1129,41326,1990-09-28,269823.0,Documentary,2.0,98.0,0,6.0,9,1990
1132,11216,1988-11-17,11990401.0,Drama Romance,834.0,124.0,0,8.2,11,1988
1135,892,1991-04-17,1794187.0,Comedy Science Fiction Fantasy,320.0,99.0,4000000,7.4,4,1991
1136,1600,1991-05-15,1999955.0,Drama Thriller,154.0,97.0,0,7.3,5,1991
1137,26561,1991-11-06,13200170.0,Romance Drama,25.0,89.0,0,6.9,11,1991
1139,18129,1990-09-14,13446769.0,Crime Drama,112.0,110.0,0,6.5,9,1990
1142,409,1996-11-14,231976425.0,Drama Romance War,559.0,162.0,27000000,7.0,11,1996
1143,38251,1991-01-31,4532791.0,Comedy Romance War,157.0,96.0,0,7.4,1,1991
1144,10161,1989-07-21,14743391.0,Drama,208.0,103.0,645180,7.5,7,1989
1147,10409,1992-08-20,33946224.0,Comedy Drama Romance,83.0,94.0,3000000,6.2,8,1992
1150,10174,1991-05-10,29.0,Documentary Music,32.0,119.0,4,6.3,5,1991
1151,31225,1990-03-13,3779620.0,Documentary,67.0,71.0,500000,8.2,3,1990
1152,510,1975-11-18,108981275.0,Drama,3001.0,133.0,3000000,8.3,11,1975
1153,11455,1978-01-01,41590893.0,Comedy,201.0,86.0,0,6.7,1,1978
1154,1891,1980-05-17,538400000.0,Adventure Action Science Fiction,5998.0,124.0,18000000,8.2,5,1980
1155,2493,1987-09-18,30857814.0,Adventure Family Fantasy Comedy Romance,1518.0,98.0,16000000,7.6,9,1987
1156,85,1981-06-12,389925971.0,Adventure Action,3949.0,115.0,18000000,7.7,6,1981
1158,679,1986-07-18,183316455.0,Horror Action Thriller Science Fiction,3282.0,137.0,18500000,7.7,7,1986
1159,429,1966-12-23,6000000.0,Western,2371.0,161.0,1200000,8.1,12,1966
1161,389,1957-03-25,1000000.0,Drama,2130.0,96.0,350000,8.2,3,1957
1162,947,1962-12-10,69995385.0,Adventure Drama History War,870.0,216.0,15000000,7.8,12,1962
1163,185,1971-12-18,26589000.0,Science Fiction Drama,3432.0,136.0,2200000,8.0,12,1971
1164,595,1962-12-25,13129846.0,Crime Drama,676.0,129.0,2000000,7.9,12,1962
1165,28,1979-08-15,89460381.0,Drama War,2112.0,153.0,31500000,8.0,8,1979
1166,335,1968-12-21,5321508.0,Western,1160.0,175.0,5000000,8.1,12,1968
1167,1892,1983-05-23,572700000.0,Adventure Action Science Fiction,4763.0,135.0,32350000,7.9,5,1983
1168,144,1987-01-01,3200000.0,Drama Fantasy Romance,256.0,128.0,2500000,7.5,1,1987
1169,1092,1949-08-31,596349.0,Thriller Mystery,431.0,104.0,0,7.9,8,1949
1170,769,1990-09-12,46836394.0,Drama Crime,3211.0,145.0,25000000,8.2,9,1990
1171,348,1979-05-25,104931801.0,Horror Action Thriller Science Fiction,4564.0,117.0,11000000,7.9,5,1979
1174,11645,1985-06-01,4069653.0,Action Drama History,349.0,162.0,11500000,7.9,6,1985
1176,539,1960-06-16,32000000.0,Drama Horror Thriller,2405.0,109.0,806948,8.3,6,1960
1177,525,1980-06-17,115229890.0,Music Comedy Action Crime,1092.0,133.0,27000000,7.5,6,1980
1178,240,1974-12-20,47542841.0,Drama Crime,3418.0,200.0,13000000,8.3,12,1974
1179,600,1987-06-26,46357676.0,Drama War,2595.0,116.0,17000000,7.9,6,1987
1182,279,1984-10-26,51973029.0,Drama History Music,1107.0,160.0,18000000,7.8,10,1984
1185,1578,1980-11-14,23000000.0,Drama,968.0,129.0,18000000,7.7,11,1980
1186,703,1977-04-19,38251425.0,Comedy Drama Romance,1044.0,93.0,4000000,7.8,4,1977
1187,9549,1983-10-20,21500000.0,Drama History,241.0,193.0,27000000,7.4,10,1983
1189,387,1981-09-16,85000000.0,Action Drama History War Adventure,623.0,149.0,14000000,7.9,9,1981
1190,9277,1973-12-25,159616327.0,Comedy Crime Drama,639.0,129.0,5500000,7.9,12,1973
1195,218,1984-10-26,78371200.0,Action Thriller Science Fiction,4208.0,108.0,6400000,7.4,10,1984
1196,763,1992-08-13,242623.0,Horror Comedy,388.0,104.0,3000000,7.4,8,1992
1197,9665,1989-12-15,26828365.0,War,391.0,122.0,18000000,7.4,12,1989
1199,696,1979-04-25,39946780.0,Comedy Drama Romance,600.0,96.0,0,7.8,4,1979
1200,379,1990-09-21,5080409.0,Drama Thriller Crime,431.0,115.0,14000000,7.5,9,1990
1201,207,1989-06-02,235860116.0,Drama,2786.0,129.0,16400000,8.1,6,1989
1202,37247,1967-12-21,104945305.0,Drama,855.0,106.0,3000000,7.6,12,1967
1203,1480,1958-04-23,2247465.0,Drama Thriller Crime,292.0,95.0,829000,7.6,4,1958
1204,9322,1990-02-21,5000000.0,Action Thriller,511.0,115.0,0,7.0,2,1990
1205,826,1957-10-02,27200000.0,Drama History War,554.0,161.0,3000000,7.7,10,1957
1207,829,1974-06-20,30000000.0,Crime Drama Mystery Thriller,939.0,130.0,6000000,7.9,6,1974
1209,3090,1948-01-24,4307000.0,Action Adventure Drama Western,285.0,126.0,3800000,7.9,1,1948
1212,13667,1985-10-11,10297601.0,Comedy,164.0,97.0,0,6.8,10,1985
1213,694,1980-05-22,44017374.0,Horror Thriller,3890.0,144.0,19000000,8.1,5,1980
1214,235,1986-08-22,52287414.0,Crime Drama,1568.0,89.0,8000000,7.8,8,1986
1216,765,1987-03-13,5923044.0,Horror Comedy Fantasy,760.0,84.0,3600000,7.5,3,1987
1217,5925,1963-06-20,11744471.0,Adventure Drama History Thriller War,731.0,172.0,4000000,7.8,6,1963
1218,11778,1978-12-08,50000000.0,Drama War,943.0,183.0,15000000,7.8,12,1978
1220,137,1993-02-11,70906973.0,Romance Fantasy Drama Comedy,2358.0,101.0,14600000,7.4,2,1993
1221,33,1992-08-07,159157447.0,Western,1133.0,131.0,14000000,7.7,8,1992
1222,982,1962-10-24,96105910.0,Mystery Thriller,188.0,126.0,80000000,7.7,10,1962
1223,8428,1990-08-22,11541758.0,Music Drama,86.0,105.0,0,7.0,8,1990
1225,105,1985-07-03,381109762.0,Adventure Comedy Science Fiction Family,6239.0,116.0,19000000,8.0,7,1985
